Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
53.27589667072686,0.6626583903775981,0.3226245304506816,-8.741239541210112,0,0.040479684043850106,0.7375507898903747,0.2480273374949031,0.42814146041413986,126.43175443808342,4.406671984577034,3,0
34.0,0.4180262313397857,0.6168758840901033,-7.542417897347409,1,0.05021360102172583,0.45265397940548086,0.10446062105852641,0.2671357563652136,98.26819596073099,3.910485192104065,4,0
50.05826959946003,0.8124449648514765,0.4635362015301646,-7.400081803375308,1,0.03803496175967602,0.8071617401707677,0.12789346719172054,0.7816109464221386,113.91380219752463,3.0723345843046963,4,0
43.63561293093475,0.37405871986928696,0.6415932391067081,-8.673407514640765,1,0.033336146300652916,0.6416397118082187,0.3595553227886311,0.64290395122001,140.02822968119784,4.829306299599987,4,0
54.93999475735149,0.5917867645294388,0.27904017825004934,-12.233400733970793,1,0.028447334556617986,0.7515657841541676,0.100764049280896,0.3384527321763042,99.88365362342655,2.8971740723837525,4,0
14.079525634370775,0.5379436112552999,0.49164690143211565,-8.759157075788451,0,0.029611335888119084,0.458261713792783,0.08825104056612541,0.18991035940027046,78.80703080750591,4.251739524321371,4,0
43.71716216731692,0.5330883051857278,0.5655457309217663,-8.142286738508663,1,0.0476680838668258,0.2088175830028395,0.10981329644684967,0.2957468142126013,79.97357928364303,3.8521595366514436,4,0
19.33983492910008,0.4629362297904113,0.5448372070052561,-10.192542396800171,0,0.059214628590475174,0.33744104783638174,0.0952264073930279,0.22320480026665246,170.86210431814246,4.181195307156952,3,0
30.1324963131303,0.5101641064477949,0.5698670599327679,-6.99378449786067,1,0.02675741506902313,0.569088774629522,0.12573686848149113,0.30587400321544334,77.96307444431007,4.439059374807853,4,0
33.17652751393986,0.6140091935012877,0.46488941172854287,-8.620734791424603,0,0.03598287950394372,0.6178773150163223,0.15435353889636855,0.4250019354739553,105.09242743764716,3.9478247812870255,3,0
43.810056489633446,0.6410213345143274,0.5329928884952242,-8.908263636005486,1,0.028699224199479,0.27925213516932446,0.1130019395013025,0.3641461090981213,95.77677450752013,2.702563303446859,3,0
27.220967092814103,0.38070356747126544,0.5370451846586923,-8.493765950523878,1,0.041403614772695385,0.7143696387317204,0.1028856757576041,0.20747763712189943,159.90836512026584,4.515386434670384,4,0
39.0,0.47523140101847733,0.380436712317372,-8.520731028597499,1,0.03666960701549947,0.8263039298450053,0.10210715952767467,0.223409689048008,122.3677483886277,4.017183407340462,3,0
16.687145143494412,0.36763706512119,0.6876303681026004,-7.442528750560579,1,0.1345097683232697,0.4721956616996285,0.08452674332237904,0.5788167130230505,175.5464167969249,5.927176922137686,3,0
42.2182158346121,0.6307783357031972,0.3817560124905951,-8.628253246252346,1,0.031110451575729288,0.6070286396037107,0.09077201931208868,0.37191192275164525,80.35192118149459,3.7442727672836065,4,0
43.81058053029821,0.5096601661766575,0.45231371689539984,-10.791977896180267,1,0.03443102367145828,0.2786953566058179,0.15936472801645454,0.3937310236714583,128.74332763761868,3.2274694403332855,3,0
48.38519805557126,0.6080757472242639,0.471340618472073,-8.391110770546101,1,0.030087470472299177,0.5751279015301886,0.1108519805557126,0.4287435722256774,116.35929965053253,3.9405964572406624,4,0
43.88471797875272,0.54859241479166,0.6124529318170403,-9.57566273805468,0,0.03089222561699783,0.6850806052028294,0.1605066686189265,0.5475602114955757,114.74589499991856,3.625255255511653,4,0
31.42176265973051,0.5370413606242539,0.5112202936561491,-13.0471879784687,0,0.03601438731652739,0.4684572557545276,0.11063938925703563,0.39965376881153003,100.56908248838752,4.448669123057963,4,0
47.38602551387729,0.5335906836759182,0.40154410205550917,-11.516175176998118,1,0.03907854235783596,0.12872847908493368,0.17160405622652328,0.6430634084620197,170.09164071958733,3.0513404629664227,4,0
39.0,0.5504326117195518,0.4743441509571688,-10.32270407144727,1,0.041848671300450294,0.4240241112022194,0.11153663555534628,0.4896848858226001,153.7302733268363,3.778211322742748,4,0
56.83535215606057,0.461214597193437,0.45092014271060477,-8.616409461326278,0,0.06791688323070665,0.5931775095823247,0.10483535215606057,0.16206131348383915,129.87027516187524,4.261486633915801,4,0
24.455143685036155,0.669398333732097,0.6122601424887449,-9.293014247813389,0,0.03517966674641941,0.3166435643459296,0.17648563149638438,0.6082099130712036,97.83040189542017,6.320588349323596,4,0
65.47756542392884,0.45643892946532316,0.5278240522539943,-7.533954718582063,0,0.03477050277814088,0.5899351944698619,0.09780031165967683,0.46055754167211327,141.6732355261438,3.481651763969723,4,0
11.578186602503289,0.36086727990375495,0.3193797631760872,-11.657779236900724,1,0.038047897488929526,0.7880841004428191,0.19408607059667354,0.2112082787006916,87.8987115589117,4.160885269809112,4,0
49.30033470088646,0.3513505398338549,0.2787029793720735,-15.04846570403764,1,0.03615906283751792,0.5882761984545364,0.17541271863368535,0.24944432195387184,79.32225187329556,4.641483249204482,3,0
43.2956164898634,0.4912348624728653,0.6392144581693205,-6.719721109759395,0,0.07487235951239163,0.5183654310455863,0.23984535814308927,0.7314150452062238,170.26064543390828,3.4102640673305475,4,0
31.878645611992972,0.6092455542134061,0.17364817188183485,-13.462264047881805,0,0.03135559823897716,0.8250846492504392,0.10138627118324574,0.22758699665255522,110.87274249628928,4.425742829186767,4,0
43.81058053029821,0.47784460624706987,0.5128895854570696,-7.407526874957905,1,0.04851094025384138,0.4754325311850003,0.10454159638857524,0.3293065613473386,79.84614727877073,4.347546566119793,4,0
50.80501150433703,0.5697799539826518,0.47916478799150325,-8.941680052591256,0,0.06960144428613922,0.4404394346440087,0.13020013147813753,0.7011641306008157,149.91083039772138,3.6695888575496434,4,0
64.5907953979047,0.7030170085008899,0.42350875436133806,-8.838366683281288,1,0.034120810405929944,0.7410770385443735,0.40812851430151686,0.3821380690314295,118.7070730363586,3.7573034251752038,4,0
68.82554973552574,0.6889140464086544,0.43538942407434006,-12.987989648009865,0,0.07276598205942886,0.7460774121311121,0.08806327450096929,0.7084753776656857,92.86346356057179,3.6048635092656154,4,0
43.59551455031815,0.45250501057836584,0.3237076507923644,-9.474867507883122,1,0.09138743491265938,0.7221617606087565,0.11011052949985757,0.3194941944433189,73.25679608339074,4.2330584524156185,4,0
18.144855518866933,0.30957942207546774,0.7988382117687354,-6.752150182100828,0,0.13305877097397772,0.07720309213444662,0.3124805826885114,0.43649751540090914,179.9760809877121,4.191321278206237,3,0
22.0,0.4495596030655714,0.7712357928146081,-8.203213081968158,1,0.04649148085130905,0.0646159285677804,0.21574997418727898,0.4763975946892057,169.59248237317257,2.4394732759137496,4,0
43.91256425509279,0.40615438658657294,0.4748502971637257,-7.4360830479811595,1,0.02694615985096192,0.39884483278837735,0.09365863213443013,0.11287040185535352,83.15402732187674,3.6168922535574644,3,0
42.61260055252633,0.3778197245886115,0.12139859335252257,-13.897308533112902,1,0.045298510381095364,0.9367594484038659,0.11744358614822809,0.2640828970397391,182.34012124379805,3.4015771242831354,3,0
35.52428846618695,0.6772152793179754,0.6724739995165572,-7.8108253804689465,1,0.0321505028894963,0.35627648206615903,0.1025476567542441,0.3552672802848611,116.81599550688907,3.0988813335826393,4,0
43.81058053029821,0.6029109220665485,0.38037394296879656,-9.359107681682632,0,0.042597816601804124,0.48462185428423515,0.10420168109878732,0.27918317886098865,104.41188811557039,3.5364187118250974,4,0
57.85363411330973,0.5801699257392211,0.44221704544428264,-7.853846624633201,1,0.026189047592355758,0.7461493699495936,0.15208596422391163,0.25575438793168104,110.59358599225037,4.416494103220205,4,0
53.753330755724896,0.5370133230228996,0.27335668084351306,-10.928411519500171,1,0.03792733152900743,0.9005466305801486,0.1077533307557249,0.3118066228473233,117.96266228473233,3.4132021702542636,4,0
67.65995132777687,0.6690031266548728,0.6619402549937078,-9.943778039336628,1,0.09246418844422556,0.38771969633406905,0.1090100730083347,0.7132462649423379,106.78079647661846,2.6802702342933498,4,0
59.84777140230235,0.36212594331028447,0.2268267431723718,-10.997218506989478,0,0.034333851503438303,0.8489316582527258,0.10700838868504234,0.25647497245963274,80.62070741333537,3.5029743535118287,4,0
45.07726949326578,0.5316329699069876,0.3917488741468862,-9.216359978853346,1,0.03205602038261769,0.4606175040843784,0.1047630362459996,0.44933805403303784,169.99886720697444,3.464097049742587,3,0
26.000950094303537,0.4540266026404991,0.3809676967936797,-13.133421366823619,0,0.04989781478310186,0.3021446518577137,0.28895677070918896,0.3150420416729316,75.05800095009431,4.533119549905525,4,0
38.0,0.5569520294360845,0.36595979799465606,-10.162713535828994,1,0.027877432508507934,0.5782827732498941,0.16868615251581992,0.4974462996962427,139.67714605574747,3.527710163816061,4,0
41.15189166975918,0.5239497415027636,0.4347171111935781,-9.74343771806481,1,0.04462828888064219,0.3405070496845639,0.13251891669759178,0.4603331473036583,124.61848498992558,4.005932589989741,4,0
34.06741009057475,0.7800446054344848,0.5541586287149344,-8.823691886173362,1,0.030168525226436867,0.7070334540758636,0.1076113521341602,0.7634399223747022,130.86106780332545,3.6264229542113937,4,0
18.070029705747473,0.48301424792188835,0.6781258114896065,-10.04978270564508,1,0.04266272967769801,0.7222605347034544,0.10333056440920195,0.3264005941149494,111.67569727229824,6.631737452882982,3,0
15.971543699114505,0.5479295724955928,0.5129146310973435,-12.087478801186096,1,0.030991773410640126,0.5946329210797148,0.057848568364632966,0.07893754614875087,127.92407891286672,4.912471390592084,4,0
48.73658082011386,0.37363319891529406,0.4316192985453513,-9.109810054204097,1,0.03044304066399239,0.8259005896294496,0.14015705862436434,0.36379621484106245,162.52638244319417,3.9998978236182308,3,0
31.265630231840856,0.48422913178772764,0.5414325759300198,-8.159992585573773,1,0.027717201625970307,0.2883754604019952,0.1530415690056374,0.5208070318185709,134.07322033001594,3.259115204306271,3,0
42.06807198556929,0.48509067725941424,0.5782329516593057,-8.797361225691926,1,0.039863877430807375,0.5908186454811715,0.07594747576844105,0.3832480645358748,95.98580390344104,3.633806698576219,3,0
34.43934398056951,0.6426896044330541,0.4418841547897264,-7.9420931079385815,0,0.0275,0.56325242999866,0.14527212776683418,0.24106777148922387,109.9545715896766,3.6354751424191853,4,0
50.0,0.47502744008922493,0.37522681486504594,-12.764002431122066,1,0.03562542549542709,0.6499100382779263,0.16091420630827813,0.3659346995494087,78.61367662386793,3.879722422465063,3,0
55.271686971069,0.5626445178113689,0.40183610155475125,-15.484888882206986,1,0.05353957174767818,0.6446434111395927,0.25373791035223425,0.6361956430818725,154.34152490936683,3.5441188127024263,4,0
31.601712616024365,0.5307410189054703,0.4265375936734216,-9.446109439667332,0,0.036132560536125104,0.6511048456523368,0.1157528613960056,0.4355824977649057,102.61460630663102,4.413788929627152,3,0
29.81660132977714,0.3470260780586772,0.6396775183501655,-5.05451661770805,0,0.056545934893503964,0.15627646144025842,0.22457150159649164,0.3668917675519196,139.12080927207847,4.258976262684333,4,0
49.99088860851474,0.393081251502241,0.22227334174455798,-11.628010712571706,0,0.030759984979577472,0.8609886355451355,0.10024920151402043,0.20191162941638974,141.13286708423334,4.200597913276873,3,0
62.43244242509643,0.5283160081400192,0.2554496443755546,-14.323621187361354,1,0.03486125959581726,0.8248202161954917,0.09651065392598604,0.30165763434144166,127.91297753420348,3.882147335498231,4,0
29.92908722873858,0.46083354987535663,0.5433314197617367,-7.454358099141906,0,0.030641103422288825,0.3172069975989942,0.1382416593702268,0.4568942804691778,133.75847010309374,3.1666356009531307,4,0
45.99267340979043,0.652678749243874,0.5001338544817192,-9.183367002466088,1,0.025730117258386812,0.10376542002078715,0.08950050331145953,0.34715727901602,131.03872891753144,3.7241560636756375,4,0
44.93462153307531,0.60079645512069,0.3311375129924359,-8.859919149156054,1,0.0319857329548557,0.519497602100631,0.10347607145679091,0.2809465350506689,131.13822061585591,3.8805601048743013,4,0
53.0,0.5771853020277626,0.3190953883214091,-10.475689394074319,1,0.02855340632820074,0.7299781571987195,0.15877383316561683,0.3149455321441532,110.13034627441195,3.2527994926438097,4,0
42.955389872936415,0.40843747647244893,0.6187318328290652,-7.061364096300331,1,0.03489074174447007,0.2300446386872289,0.12576208007722184,0.42804242143558274,156.4917614099821,2.8686734612549447,3,0
14.42223342382879,0.46463569445547703,0.2639467607601618,-12.516038717355013,0,0.04017468615746209,0.7503517518430068,0.2266902546715771,0.13412057479584072,120.58499848778311,2.898167031397092,4,0
57.465348793174634,0.3712574415522224,0.20271286827576715,-10.688360368674829,1,0.03424009693958992,0.833648564915371,0.09643415890518783,0.19706930241365075,138.87849488689145,4.1618184945085765,3,0
6.831796937090321,0.6469646844368775,0.6936467150659743,-8.630848417139696,0,0.061044235281518686,0.4840960139899549,0.16285120110138757,0.6684708515723163,100.9766663218592,2.866988999222526,4,0
33.0,0.7393715435127453,0.5022359026897315,-8.61554958821086,0,0.043508966089794245,0.8832382016419316,0.2942625327333397,0.40318909256300267,136.90487579034743,3.598242163582108,3,0
55.819597291118704,0.573925368847865,0.12830630970969234,-17.10031325587744,1,0.036031570474054225,0.9485723485312554,0.10027060406332194,0.07287704831125077,116.74283435120572,4.458266234723317,4,0
43.81058053029821,0.4033313901305395,0.20546152730302902,-11.771198410684171,0,0.033590532401320886,0.9384171524673651,0.10840828717094053,0.3626774751658851,127.2664995889949,3.6932052679415213,3,0
43.8847629038386,0.5286933414919425,0.12070705491891245,-17.23022395891963,1,0.037313304112432284,0.9043841369081121,0.10115933833946032,0.2630043831351573,81.4978316197627,4.824450045324658,4,0
21.62668732810943,0.5244318067130176,0.6068051193849081,-7.713349265355557,1,0.04392758723643446,0.6655532943368965,0.12201905303564636,0.2555650940705678,94.60895730060695,3.375249439666815,4,0
50.86924709267827,0.5390265116095081,0.41753764536608623,-9.158549426931268,1,0.04684187703314732,0.7055763517562603,0.09613197238538834,0.5231185581266556,79.74573054350104,3.640152030713038,4,0
43.444823930058675,0.36435092573271294,0.4670622061200884,-12.993814948999264,0,0.04074241281342794,0.19870436419362725,0.10639396796643015,0.13594879016138964,148.19479138907678,5.529967541597672,4,0
46.482034696796376,0.6670522788472572,0.2611526022597279,-8.23991343562638,1,0.04435343135440536,0.8144955600829505,0.10084283444221911,0.34161970014302223,94.44704075377578,4.446862696767035,4,0
6.822891542053509,0.4997108457946491,0.7179566248596386,-8.005436761333296,1,0.04756054178734277,0.20411331554463535,0.0950328303386805,0.43860240794374566,137.99061572397844,4.855671734858486,4,0
50.0,0.2857387701625873,0.22386245655702677,-15.29422506098059,1,0.04212153820230882,0.8377134758048952,0.0980212498051376,0.2994063981531581,80.47325294357692,4.941411298036751,4,0
53.69480613121098,0.5003690562027674,0.37202165313716185,-8.981781042634807,1,0.038321104598408234,0.7358322602902413,0.1747781274473367,0.5080866125486474,173.57067396165857,3.3704998438477385,3,0
13.798403107115604,0.561726564594859,0.5455588908419974,-8.987393159036388,1,0.04179181700734453,0.6430159689288439,0.11922155805393934,0.2243632714636589,130.0003832326247,4.893019316601242,2,0
46.61489586870108,0.7069028413976124,0.42277929753814525,-9.820725644454424,0,0.02970217966893193,0.4355358279574355,0.0953183462790102,0.3726521355404538,114.89582024320809,3.5065850715014086,4,0
20.967554729440078,0.7272197301375046,0.5528768139896465,-8.659141642555056,0,0.03977354261326916,0.8007004997907717,0.09137836981962671,0.233184146357663,132.9721506195781,6.141807589163978,1,0
35.46011693736175,0.5693352822893624,0.2511237036349789,-16.071570612217176,1,0.04905907984534483,0.8942300584686809,0.10471214416089379,0.4785583628769356,78.09482217973814,5.497630511268481,4,0
49.19495922844868,0.3826683963189815,0.6308010872413685,-6.322496910199004,0,0.032154484788372184,0.20909266112076277,0.2393143068836276,0.48754114160343687,147.96816777901697,3.1067655833157963,4,0
40.196839527149024,0.39917451603284054,0.2878749611380348,-10.700227754229621,1,0.03785754062432291,0.4917248386776135,0.08424568885113176,0.18326294027006412,151.50951740609878,3.9793882259507396,3,0
10.513477205849735,0.6451882330873764,0.41040386838097215,-12.96985663310512,0,0.030016217426471675,0.6370557000014786,0.09649236147101008,0.5200534610288791,131.6917844514469,3.967336108169273,4,0
60.538861608389965,0.4594351338462625,0.35439901790203865,-11.708236060524138,1,0.03426995089510193,0.7839092745105463,0.17387546860159453,0.25934729923060623,128.4765692224427,4.238081877006893,4,0
44.52009006377342,0.7511446484436212,0.21316935748224938,-10.990511350435973,0,0.04203064251775063,0.9199192755325187,0.3442250451121799,0.3098705130531074,135.67617464363818,3.1423343940842003,4,0
36.51864495186002,0.5783932508391706,0.2602118566712249,-15.258815713729243,1,0.05185254723523009,0.8532424495738564,0.11870168077023974,0.42523056682276106,78.29017128346663,5.8255426543470366,4,0
29.093890714295625,0.7504186442843861,0.5000655957145038,-7.391373037511968,0,0.07288179992839004,0.2187119082171056,0.0785272027500451,0.591686168927377,143.80389190105612,3.55313142684515,3,0
51.07954694254375,0.5725772947496476,0.6929909912284151,-8.752085059554656,0,0.05544225743065023,0.09527976561464087,0.11753134214966822,0.59889097813403,160.56104351185618,4.467164794325191,4,0
1.1469277497064545,0.2227377445975535,0.4048005402643837,-9.86567575798493,1,0.0438628899446233,0.19855719075944164,0.08495015529245106,0.16240405131169275,86.33834922253097,5.0606669857558835,3,0
47.04272973701667,0.710231485502749,0.29987181078895,-7.5077340824000185,1,0.04870605665546822,0.7698404825369626,0.09370752995271023,0.36537626999336636,94.96826095144759,4.636914621209847,4,0
52.695177216824135,0.794944509385401,0.23584259171536126,-15.680674140062541,0,0.0529372167637763,0.7322292849188051,0.14544131326866813,0.5545923889974096,114.62498802640488,3.648762635323639,4,0
48.0,0.5674869746456759,0.23053611596822038,-12.407912964465082,0,0.03952646537189095,0.8489777977270012,0.10460153937425974,0.22437833010659597,135.2548581980251,3.265640370998384,4,0
11.740444154007694,0.48076847160028063,0.39825736775008824,-11.159565715188657,1,0.029435821031431546,0.7332879555631772,0.1473057870717538,0.2847142325327269,82.48810968600698,3.9256855970334654,4,0
43.17534804130921,0.6111923909089217,0.19490119576331855,-13.08330837034323,1,0.039227677116436814,0.8618944467707024,0.0917826324640752,0.27012549749106,92.51948573183874,4.451502015858345,4,0
54.481739633323606,0.5444070279319523,0.4742121543003793,-8.57237638538582,0,0.03469634792666472,0.3750315100293556,0.24846249956877708,0.41585391706658886,79.81894619859784,3.761060482340822,4,0
21.0,0.4838463407686842,0.6833332745162383,-6.5316129127375095,1,0.03570334224835758,0.130416390855675,0.256024829282802,0.20869511153026302,119.11453623941058,4.613307978256191,4,0
41.525031500860266,0.4268254095111835,0.5287046621273197,-8.206839392344845,0,0.05051640493836796,0.5027484249569866,0.13139924397935354,0.3346752205060219,71.89204376282967,3.9161188065760415,4,0
43.81058053029821,0.5690789028040737,0.6433393243326029,-8.865741789968698,1,0.08620735390067297,0.5331520654896481,0.2808334901338147,0.5388890561427357,118.9700278062193,4.099419803121538,2,0
15.030495848629451,0.5118475207568528,0.5963964460321829,-7.409267013329042,0,0.0783848296780157,0.4507764414005102,0.1685635136120298,0.4645216109290866,78.45465577718122,3.7346653812399184,4,0
42.49118634086862,0.5801634030053413,0.4380104916067979,-8.654302042980955,0,0.028012339122783923,0.34459914985139495,0.09030857580208254,0.46650167794766656,79.41185647340016,4.1016472522067655,4,0
20.985343103226896,0.5663664224193276,0.7508461025838824,-7.26727048515256,0,0.037531545648538604,0.22640089934439941,0.18375816120324379,0.37735909397094103,146.036711860136,4.4536468023245135,4,0
8.179489184369631,0.5418461493351684,0.5520769546538217,-10.54830793590091,1,0.0860025804674171,0.4086410705002705,0.33802570693615164,0.3592923973857364,103.5344101381222,4.032404873103907,3,0
62.53661925178438,0.6502252728033446,0.5089295401427505,-8.129866422525188,1,0.032068031761260274,0.4394956664139762,0.07816733709968049,0.5065536223627896,118.67550717662314,3.261121073588472,4,0
51.0,0.501506611186344,0.4245742542143357,-9.853609606892883,0,0.04380478635276416,0.7028853130853243,0.1330177303979557,0.5295082504682596,79.57271374659247,3.579780033775308,4,0
35.49574320818446,0.4017531060746985,0.4191650372020154,-10.281654793235122,1,0.0349555338293602,0.4809810174751563,0.12719253331049019,0.3027390179989253,97.06091302990845,3.770012143290941,4,0
25.06973032046765,0.5522123834011852,0.5175451566970692,-9.277357136056532,0,0.04040697303204676,0.4850935058339205,0.11103074854549967,0.5394009912889173,128.51330681431534,3.6582158772793,4,0
22.78984288245568,0.35434315180185155,0.39159890490267235,-10.558117854694261,0,0.033614534199650686,0.881488636739455,0.13847286780858437,0.27706130773770843,134.92134905611178,8.107905455860154,1,0
18.27974636716415,0.4723006340820896,0.6975113764835812,-9.8777012259866,0,0.04302025363283585,0.651343154576126,0.14508094054327947,0.4092036565164099,112.02030026414177,5.945805976937081,3,0
42.82821765016254,0.4768757533164999,0.3147027160890517,-12.912527903832887,0,0.03589061235827392,0.7292351605691982,0.10720202468441595,0.2023189135643793,147.8874850882832,4.0276982975883815,4,0
42.09941412858682,0.48569403719296456,0.4620604439178348,-12.560492501463592,1,0.04020627234505057,0.6106119256140708,0.11439116976608038,0.31879781643291705,149.08175774450072,5.1246830168652115,3,0
46.856458680539326,0.523926034364511,0.31254336562629315,-11.490836525157478,0,0.03695255687060324,0.7127652625327602,0.11118112187543105,0.22823721564698382,101.78031921537111,3.6120628632957983,4,0
69.04664634333926,0.4645570118555934,0.3297201219399644,-12.391165090685876,1,0.03617303353349022,0.8260772865281525,0.10026557930712275,0.6523690543499974,176.36978109807495,2.8241420480149144,3,0
14.310636644732657,0.5198401064661272,0.5876151730074566,-6.730227684361735,1,0.03323268743134608,0.18981944320486271,0.22845291705834542,0.41921647076142343,77.9376697763076,4.289965783792087,4,0
42.26761551077408,0.4101849081288754,0.3344411630650531,-10.668723237988923,0,0.0319591225866612,0.8478265736063997,0.112147806466653,0.33188458246501207,102.53679252852207,3.521126510230613,4,0
45.92244557692149,0.6680762907898222,0.35611444078953636,-7.099504096051747,1,0.029104632368399486,0.44827521447267366,0.30544440881632434,0.5456539500000953,108.08272214078248,2.7722384126331274,3,0
39.98715409610961,0.4643784544774813,0.34825493757435755,-9.684403146910691,1,0.031152173992372564,0.7396571216018599,0.10202569180778077,0.10568379453852052,120.78568085115188,4.211831285710688,3,0
41.79476846495697,0.42280886084559954,0.3632555441048652,-10.027394222076062,1,0.029006841051168103,0.23823600411256846,0.1050523153504303,0.4148913394324612,137.23250486111874,4.923345511361456,4,0
43.73521265452345,0.5260171108330414,0.5689468824663247,-9.730849264604656,0,0.03101182987638124,0.7357629101165495,0.15078882254402443,0.5158650827589719,114.61866596899945,3.517643814936668,4,0
43.94669907346853,0.6895659807662272,0.6384204870183302,-7.142910683842436,1,0.05022988588562462,0.47301353221544257,0.16629326624765853,0.7351332734258631,117.75846969186026,3.307348310350099,3,0
43.81058053029821,0.5983178912753062,0.5471026359058672,-10.384454418524994,1,0.02923586128523963,0.1822704616346399,0.2086609159730067,0.5299135650669676,102.39150407255165,2.8741778652224825,4,0
24.020328559272105,0.2629147851672447,0.4721434814590558,-7.789780642406887,1,0.03309847535805459,0.8198318322068477,0.1092744355501734,0.26902321272697544,170.36459898057208,6.351294649769279,4,0
33.782857171399,0.753234287655132,0.342302856971606,-10.049518561075013,1,0.030948142893533728,0.7523471427786528,0.08648300004495343,0.4184471442771003,129.57739141360122,3.366086405031161,4,0
35.14635074501952,0.5839505821753264,0.6111458433506192,-11.08348529884473,0,0.04689262538087898,0.5824624926613944,0.07094156118087228,0.38382919403984384,89.4957193225623,5.835489818482789,1,0
37.93479496119848,0.5444350790687634,0.5544893218985764,-8.060132280844513,1,0.032561916376104956,0.03197311417722151,0.1041329434484787,0.259054242829813,132.98674015015354,3.782581281936941,4,0
48.0,0.5904924143563033,0.22267406827642058,-11.86038962833767,0,0.040730312460141416,0.8812881540783221,0.10469697578073639,0.17662101896161933,134.8072953883845,3.093266622300204,4,0
52.890531139945544,0.4026572878587321,0.20485219740490085,-10.029436844025515,1,0.03390480563478804,0.8744729683043173,0.11036397414266824,0.26167483429078187,74.95778114429778,2.4832345463609338,4,0
48.89447993096807,0.38835561069994956,0.45233608545352266,-9.290830966712116,0,0.03557795597623931,0.7450807509873278,0.14321592144967057,0.3674464868341613,162.04443039280466,4.145813471555312,4,0
24.0,0.547366560588763,0.7921179812500833,-8.716709934981195,0,0.037428392815218404,0.045944066975435294,0.07740603546829278,0.10201182090576863,90.46513673495522,4.177029689979731,4,0
42.24606810495694,0.4134722287463925,0.5558224153935308,-14.242214022332613,0,0.03791100930612057,0.3841433428572252,0.41948337510199024,0.5226822604664305,106.0272725406995,5.861926660698452,4,0
43.977820167594615,0.4798803103948793,0.3218923128444743,-11.394144671426007,0,0.03421375258340985,0.7359419415954167,0.12047778149878699,0.4065932562770873,101.14467886462602,4.01757380499495,4,0
43.81058053029821,0.629929482453234,0.5075881469334574,-10.727967042658475,1,0.03031592398381883,0.2762886023963268,0.17494188538321706,0.49645796440366075,102.69023360918307,2.7207431045426156,4,0
52.28045884166626,0.6384758704250036,0.4019119207222412,-8.261734701255483,1,0.029175632926666993,0.7100060640388598,0.09959777149527502,0.3365410076194495,128.3512658050663,4.189329614643883,3,0
43.34748051938763,0.6085889692928681,0.5760314636690822,-7.536194054123559,1,0.044504834661346776,0.61929601945956,0.10785582730303489,0.5589969303737481,138.79980230831737,4.244966712475014,4,0
13.013663969680305,0.4294856614430391,0.7427392035372976,-7.569929826569684,0,0.07077591089724297,0.22065840075799234,0.09142968960808526,0.17115359335265082,152.0384608678053,4.968816529740957,4,0
17.1751156319896,0.4334562441274383,0.5581382746433681,-9.71781105460013,0,0.03213870952880364,0.3623732194492848,0.22426269648342007,0.4069769887792588,131.6399864927282,3.721674177795741,2,0
37.0,0.6684355246021068,0.3445629990121207,-9.550795374604633,0,0.029678764302748812,0.4929877129571445,0.1277855158608997,0.5663942343162224,77.49357788917824,3.4735768951282595,3,0
50.0,0.40248129857247195,0.29872144230060166,-9.77852712458103,0,0.030008165789279624,0.8070681791582317,0.07990142642199735,0.27983769533062003,80.45460911669763,3.15654861178861,4,0
59.95747937563917,0.4620220256397009,0.25559528874105164,-13.913362269599034,1,0.031178892753323688,0.6741514164023878,0.11323340423747226,0.3658800914021225,105.16816093804941,4.4389812342630695,3,0
43.83555344088067,0.6506242613042371,0.5029406633237528,-8.930489788939598,1,0.028660448241215466,0.34135993968361833,0.113,0.3872036984869277,95.93407519594219,2.825303475288588,3,0
48.24528553225534,0.5861694544197424,0.2668110216616152,-10.160343304754065,1,0.030792470172561807,0.8437551140963429,0.10618871191931935,0.22732045059710454,122.43677890072004,4.710432566853009,3,0
48.62936263881011,0.4690974945793153,0.31893683520608795,-8.470696417471325,1,0.03698393406267726,0.6520803296866137,0.11396332526774125,0.22455567037924606,126.34248186888274,3.7493212914372194,4,0
19.839599894669927,0.5162055909416138,0.5287343932588754,-12.711154956476873,1,0.04206992050558435,0.5115636325469923,0.2955039747207827,0.3370400105330072,166.63473840499412,4.303624294758637,4,0
37.0,0.6102813163366168,0.3231357846277928,-11.414893070515152,1,0.033229144951779525,0.7654146882280263,0.11299189345505715,0.33512362481037855,104.95874300329822,3.265803176684204,4,0
53.71607009390305,0.42968499848257574,0.2398737258845913,-10.111096259982324,1,0.031904219472645365,0.8293804999523734,0.1090577305321173,0.23355536915487252,74.27942344209312,2.558571700826221,4,0
14.790271051529217,0.5904984025974057,0.5141459342270618,-9.741635128473561,1,0.03781549692780356,0.20763265633289696,0.09148025009076917,0.3943434333193701,156.40593211450894,5.592467564623679,4,0
12.52917046914292,0.5032618050768023,0.5292726528595454,-8.72570081575513,0,0.040305278062274755,0.3429268456785675,0.09841776665484599,0.5456391065875419,151.67332360829369,3.6160190830096663,4,0
33.096972214118765,0.6887073140314804,0.5570566017357023,-8.618000415329595,1,0.029096972214118763,0.571856933999379,0.1237494538360602,0.708747684509897,131.9009207210475,3.447912935204277,4,0
