Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
31.0,0.705,0.625,-8.383,1,0.0276,0.285,0.109,0.891,112.808,203074.0,4,1
25.0,0.684,0.892,-3.262,0,0.0508,0.122,0.415,0.854,126.004,244187.0,4,0
49.0,0.374,0.716,-8.656,1,0.034,0.000285,0.195,0.35,136.757,227160.0,4,1
25.0,0.58,0.616,-5.928,0,0.0406,0.184,0.148,0.528,78.943,219438.0,4,0
73.0,0.355,0.791,-7.565,1,0.0453,0.00045,0.0969,0.758,106.392,285200.0,4,1
72.0,0.895,0.671,-3.126,1,0.137,0.243,0.0768,0.905,84.956,120000.0,4,0
27.0,0.394,0.846,-6.006,1,0.0409,0.000156,0.145,0.347,144.094,226613.0,4,1
37.0,0.696,0.485,-3.675,0,0.0286,0.312,0.094,0.17,121.926,244387.0,4,0
46.0,0.922,0.693,-3.105,0,0.0842,0.15,0.115,0.718,110.019,187926.0,4,0
13.0,0.594,0.721,-7.811,1,0.0958,0.0212,0.0879,0.253,128.938,234653.0,4,0
27.0,0.428,0.938,-5.434,0,0.148,0.0144,0.372,0.18,105.691,205266.0,4,1
64.0,0.51,0.759,-4.854,1,0.101,0.034,0.077,0.237,91.123,207142.0,4,1
41.0,0.457,0.523,-8.144,1,0.0355,0.376,0.199,0.382,116.047,319951.0,4,1
17.0,0.704,0.512,-6.269,1,0.0281,0.131,0.12,0.53,88.045,3.366283333,4,0
52.0,0.693,0.824,-8.139,0,0.0415,0.00726,0.0826,0.822,108.018,176708.0,4,1
50.0,0.56,0.772,-6.096,0,0.0836,0.0375,0.156,0.788,170.08,202179.0,4,1
54.0,0.723,0.829,-6.133,0,0.103,0.797,0.136,0.8,96.96,152042.0,4,0
59.0,0.326,0.948,-4.315,0,0.0606,0.000258,0.367,0.358,166.397,241320.0,4,1
53.0,0.484,0.852,-6.83,1,0.0451,0.000251,0.0761,0.806,117.792,174787.0,4,1
35.0,0.449,0.749,-8.585,0,0.0775,0.01,0.391,0.448,106.861,140067.0,4,1
60.0,0.571,0.967,-3.717,1,0.0716,0.00642,0.227,0.712,161.962,213587.0,4,1
52.0,0.542,0.465,-7.736,1,0.027,0.491,0.0737,0.464,74.911,207443.0,4,0
48.0,0.6,0.548,-6.977,1,0.0328,0.784,0.116,0.263,89.98,264873.0,4,0
61.0,0.621,0.724,-4.528,0,0.0315,0.005,0.133,0.39,96.005,214049.0,4,0
32.0,0.372,0.948,-5.193,1,0.0638,0.00982,0.156,0.857,160.013,288576.0,4,1
56.0,0.571,0.442,-10.914,0,0.0429,0.746,0.0997,0.308,140.027,209143.0,3,0
82.0,0.808,0.97,-6.098,0,0.0506,0.0569,0.154,0.868,114.328,242293.0,4,0
47.0,0.519,0.702,-7.125,1,0.0289,0.218,0.137,0.366,97.042,207522.0,4,1
22.0,0.604,0.429,-7.237,1,0.0247,0.674,0.249,0.42,96.009,257720.0,4,0
43.81058053029821,0.522,0.806,-9.097,1,0.0817,0.748,0.313,0.969,168.078,2.69266667,4,1
75.0,0.771,0.769,-3.504,0,0.0694,0.18,0.345,0.931,167.969,289899.0,4,0
15.0,0.831,0.632,-8.875,0,0.13,0.139,0.112,0.647,103.023,281477.0,4,0
39.0,0.428,0.909,-3.961,0,0.0381,0.0565,0.0668,0.435,81.745,4.197116667,4,0
22.0,0.428,0.974,-5.007,1,0.0856,2.08e-05,0.388,0.243,101.559,138646.0,4,1
39.0,0.719,0.292,-8.47,0,0.0364,0.774,0.327,0.452,85.986,208736.0,4,0
19.0,0.754,0.555,-6.185,0,0.0426,0.388,0.0747,0.66,89.983,195361.0,4,0
73.0,0.867,0.517,-13.222,0,0.0875,0.00456,0.0864,0.866,133.148,257360.0,4,0
36.0,0.602,0.698,-3.167,1,0.0712,0.0597,0.127,0.53,114.977,225893.0,4,1
43.81058053029821,0.5,0.887,-3.74,1,0.0726,0.00467,0.114,0.631,162.003,230933.0,4,1
57.0,0.615,0.798,-4.163,0,0.0815,0.0188,0.0995,0.753,88.465,181133.0,4,1
37.0,0.78,0.684,-5.55,0,0.0657,0.308,0.105,0.778,95.035,216027.0,4,0
18.0,0.666,0.537,-6.492,1,0.159,0.172,0.0654,0.549,105.136,197995.0,4,0
50.0,0.24,0.956,-3.335,1,0.07,3.39e-05,0.0579,0.205,93.486,187451.0,4,1
51.0,0.496,0.413,-9.671,1,0.0751,0.556,0.125,0.192,87.592,124803.0,4,0
63.0,0.518,0.744,-8.248,1,0.0374,0.00383,0.078,0.211,144.019,219640.0,3,1
32.0,0.39,0.803,-5.86,0,0.053,0.237,0.254,0.392,172.132,211920.0,4,1
68.0,0.426,0.584,-5.293,1,0.296,0.0383,0.192,0.272,193.438,192587.0,4,0
21.0,0.565,0.632,-5.208,0,0.0473,0.703,0.125,0.484,149.953,196620.0,4,0
61.0,0.641,0.721,-6.788,0,0.0451,0.413,0.246,0.753,67.055,183333.0,4,0
75.0,0.661,0.486,-4.438,1,0.0431,0.454,0.0994,0.309,78.31,208692.0,4,0
51.0,0.294,0.695,-5.876,1,0.0543,0.0028,0.26,0.363,83.37,212972.0,4,1
71.0,0.965,0.857,-8.458,0,0.17,0.00131,0.0726,0.951,127.656,3.062666667,4,0
49.0,0.742,0.727,-6.914,1,0.487,0.0136,0.259,0.774,178.401,110253.0,4,0
45.0,0.53,0.888,-5.128,1,0.0282,0.132,0.425,0.833,136.123,203173.0,4,1
41.0,0.372,0.644,-13.5,1,0.0636,0.0188,0.312,0.236,116.433,532027.0,3,1
29.0,0.492,0.727,-4.736,0,0.0344,0.286,0.166,0.371,145.978,267747.0,4,0
63.0,0.449,0.313,-10.328,1,0.0272,0.658,0.116,0.211,157.864,186987.0,3,0
77.0,0.641,0.551,-6.165,1,0.0532,0.147,0.12,0.417,102.912,3.68151667,4,0
47.0,0.834,0.888,-3.944,1,0.222,0.00308,0.288,0.563,114.92,219192.0,4,0
64.0,0.425,0.903,-4.801,1,0.0732,0.405,0.117,0.769,108.748,190253.0,4,1
44.0,0.52,0.952,-2.304,1,0.0538,0.23,0.325,0.574,88.002,3.64821667,4,1
29.0,0.675,0.925,-4.631,0,0.0308,0.335,0.226,0.865,106.013,234333.0,4,0
60.0,0.53,0.967,-2.108,1,0.0657,0.000507,0.0786,0.642,99.962,170177.0,4,1
31.0,0.858,0.561,-8.628,0,0.145,0.135,0.372,0.411,125.016,207915.0,4,0
78.0,0.262,0.606,-6.646,1,0.0484,0.247,0.125,0.275,189.857,252534.0,4,0
57.0,0.773,0.843,-5.733,1,0.0516,0.0074,0.0696,0.399,125.02,226440.0,4,1
45.0,0.62,0.597,-5.835,1,0.0402,0.372,0.114,0.43,123.955,213307.0,4,0
29.0,0.46,0.927,-3.642,1,0.0794,0.000272,0.268,0.561,128.175,199293.0,4,1
46.0,0.825,0.655,-8.177,1,0.277,0.261,0.223,0.474,98.067,177462.0,4,0
33.0,0.647,0.701,-10.689,0,0.0497,0.407,0.144,0.369,120.048,293900.0,4,0
46.0,0.674,0.574,-9.087,1,0.051,0.324,0.161,0.498,146.925,245313.0,4,1
43.81058053029821,0.613,0.492,-9.79,0,0.0661,0.158,0.139,0.36,91.992,4.024216667,4,0
65.0,0.631,0.804,-5.492,1,0.166,0.00589,0.16,0.671,79.898,297267.0,4,1
66.0,0.644,0.808,-7.268,1,0.0513,0.0467,0.0652,0.175,174.98,266507.0,4,1
54.0,0.44,0.466,-9.712,1,0.0284,0.17,0.118,0.543,107.744,185253.0,4,1
71.0,0.533,0.905,-5.27,1,0.0754,0.00876,0.0698,0.486,108.9,2.84688333,4,1
26.0,0.67,0.532,-5.905,0,0.029,0.465,0.186,0.444,101.964,247430.0,4,0
35.0,0.482,0.487,-4.125,0,0.0372,0.849,0.255,0.663,122.754,215000.0,4,0
62.0,0.508,0.323,-13.239,1,0.0347,0.714,0.118,0.472,120.861,159761.0,4,0
60.0,0.712,0.759,-5.397,1,0.334,0.0161,0.217,0.738,79.102,249333.0,4,0
32.0,0.678,0.84,-6.439,0,0.0279,0.229,0.329,0.684,132.327,303333.0,4,0
44.0,0.528,0.159,-13.696,1,0.0267,0.76,0.209,0.423,82.986,315795.0,3,1
59.0,0.21,0.943,-7.656,1,0.0785,1.15e-05,0.0739,0.13,164.844,162116.0,4,1
49.0,0.395,0.443,-9.72,1,0.133,0.765,0.0839,0.338,168.924,175933.0,3,0
21.0,0.378,0.764,-10.469,1,0.0857,0.0211,0.355,0.354,149.385,250867.0,4,1
56.0,0.389,0.256,-9.01,1,0.0508,0.822,0.114,0.382,74.517,195038.0,3,0
34.0,0.341,0.873,-9.897,0,0.0358,1.82e-06,0.0762,0.769,119.763,148680.0,4,1
32.0,0.591,0.758,-2.522,1,0.0317,0.0254,0.371,0.543,97.03,197938.0,4,0
54.0,0.452,0.489,-12.425,1,0.121,0.303,0.488,0.654,159.068,160307.0,4,1
71.0,0.672,0.738,-7.045,1,0.0506,0.0178,0.0927,0.392,107.938,277040.0,4,1
28.0,0.162,0.429,-10.567,1,0.0309,0.785,0.176,0.0613,82.473,455524.0,4,1
35.0,0.286,0.245,-11.113,1,0.0311,0.0932,0.166,0.223,83.81,445293.0,4,1
34.0,0.485,0.788,-4.884,0,0.0269,0.417,0.181,0.307,97.999,187907.0,4,1
38.0,0.533,0.653,-7.558,0,0.162,0.0463,0.327,0.39,65.872,245447.0,4,0
18.0,0.495,0.219,-16.671,0,0.0332,0.834,0.154,0.554,116.639,199267.0,5,1
43.81058053029821,0.774,0.473,-7.07,0,0.132,0.0589,0.0888,0.362,103.888,3.05645,4,0
48.0,0.576,0.856,-5.048,1,0.0312,0.0145,0.327,0.843,118.008,234695.0,4,1
32.0,0.287,0.295,-16.682,0,0.0344,0.0643,0.149,0.152,170.145,379205.0,3,1
44.0,0.845,0.744,-4.238,1,0.0636,0.0653,0.11,0.467,109.999,174545.0,4,0
40.0,0.768,0.799,-6.079,0,0.0831,0.104,0.155,0.731,94.268,222960.0,4,1
46.0,0.534,0.721,-8.23,1,0.522,0.4,0.0688,0.762,74.834,147375.0,3,0
52.0,0.672,0.429,-7.364,0,0.0298,0.818,0.205,0.481,127.912,214413.0,4,1
59.0,0.677,0.826,-6.8,1,0.368,0.395,0.571,0.498,124.821,183880.0,4,0
51.0,0.649,0.441,-4.042,1,0.0421,0.619,0.152,0.331,153.603,221299.0,4,0
76.0,0.583,0.947,-5.12,1,0.0378,0.0185,0.0679,0.803,135.448,223613.0,4,1
44.0,0.633,0.652,-6.246,1,0.0353,0.0496,0.0961,0.881,90.067,179029.0,4,1
35.0,0.8,0.851,-5.077,0,0.0299,0.0845,0.321,0.818,115.959,210200.0,4,0
32.0,0.577,0.914,-8.905,1,0.0649,0.0323,0.104,0.654,96.339,297467.0,4,1
49.0,0.48,0.867,-6.24,0,0.12,0.0231,0.555,0.593,151.074,152378.0,4,1
37.0,0.776,0.836,-3.812,0,0.117,0.126,0.0696,0.925,106.966,3.768883333,4,0
67.0,0.481,0.973,-1.945,1,0.0542,0.0037,0.325,0.362,99.331,195520.0,4,1
65.0,0.599,0.744,-8.72,1,0.0316,0.131,0.0795,0.723,91.259,351267.0,4,1
43.0,0.516,0.7,-5.621,1,0.0631,0.0182,0.689,0.343,147.914,203187.0,4,1
74.0,0.391,0.808,-6.209,0,0.0892,0.0759,0.149,0.737,100.304,203507.0,4,1
76.0,0.545,0.64,-9.937,0,0.224,0.00249,0.196,0.606,80.544,230480.0,4,1
65.0,0.539,0.788,-3.227,0,0.0396,0.0089,0.29,0.357,159.986,196173.0,4,1
42.0,0.674,0.63,-5.475,0,0.0253,0.52,0.0934,0.714,97.033,242690.0,4,1
27.0,0.732,0.604,-7.472,1,0.0443,0.0112,0.219,0.732,139.982,195429.0,4,0
40.0,0.747,0.708,-7.008,0,0.0722,0.0907,0.0842,0.915,139.944,159143.0,4,0
47.0,0.527,0.396,-6.974,0,0.0292,0.607,0.277,0.241,131.897,272673.0,4,0
17.0,0.55,0.423,-16.101,0,0.0285,0.139,0.128,0.268,143.876,285267.0,4,1
61.0,0.564,0.864,-5.121,1,0.0341,0.0761,0.182,0.534,95.984,228933.0,4,1
47.0,0.587,0.653,-9.73,0,0.0302,0.703,0.064,0.576,135.866,371133.0,4,1
58.0,0.448,0.247,-10.454,0,0.0466,0.943,0.109,0.276,134.5,218293.0,4,0
40.0,0.581,0.576,-6.938,1,0.0276,0.207,0.109,0.526,77.001,221760.0,4,1
20.0,0.814,0.569,-13.422,0,0.0796,0.554,0.132,0.514,120.005,250000.0,4,0
35.0,0.517,0.895,-3.411,1,0.0399,0.0255,0.129,0.325,97.932,214653.0,4,0
25.0,0.516,0.261,-21.941,1,0.0402,0.21,0.0868,0.734,78.294,258264.0,4,1
50.0,0.633,0.925,-4.767,0,0.0976,0.017,0.0889,0.472,117.049,179447.0,4,1
34.0,0.654,0.741,-5.364,1,0.0306,0.0159,0.0748,0.716,135.97,250467.0,4,1
52.0,0.532,0.686,-9.041,1,0.0278,0.00142,0.144,0.743,132.031,222507.0,4,0
31.0,0.449,0.776,-10.474,1,0.162,0.134,0.201,0.586,116.753,313107.0,4,1
32.0,0.543,0.606,-10.46,0,0.0361,0.312,0.374,0.833,86.537,340680.0,4,1
1.0,0.409,0.488,-7.186,1,0.0337,0.299,0.107,0.181,67.314,4.03155,4,0
38.0,0.619,0.851,-1.902,0,0.0264,0.0152,0.127,0.66,92.011,3.547783333,4,0
24.0,0.659,0.835,-6.185,0,0.0421,0.437,0.102,0.564,132.033,223800.0,4,0
33.0,0.575,0.742,-6.727,1,0.0259,0.022,0.105,0.62,104.037,191760.0,4,1
52.0,0.613,0.478,-8.589,1,0.0822,0.105,0.393,0.174,146.413,162741.0,4,0
48.0,0.796,0.715,-4.816,1,0.0357,0.0043,0.0799,0.83,117.972,170520.0,4,1
49.0,0.628,0.308,-11.431,1,0.108,0.673,0.0995,0.209,79.911,229427.0,4,0
16.0,0.657,0.677,-12.043,1,0.0382,0.131,0.127,0.735,105.143,241200.0,4,0
53.0,0.66,0.817,-6.269,0,0.0521,0.162,0.0667,0.714,135.942,277592.0,4,0
25.0,0.594,0.752,-5.879,0,0.029,0.0052,0.0735,0.345,101.98,327800.0,4,1
29.0,0.477,0.342,-13.44,1,0.0273,0.304,0.206,0.346,84.871,252467.0,4,0
68.0,0.875,0.407,-10.505,1,0.0376,0.0769,0.116,0.777,109.088,198773.0,4,1
37.0,0.539,0.915,-3.484,1,0.262,0.102,0.0993,0.689,142.04,180254.0,4,1
45.0,0.711,0.434,-8.146,0,0.0304,0.251,0.24,0.515,119.881,241500.0,4,0
80.0,0.705,0.712,-6.156,1,0.0385,0.0102,0.1,0.62,97.512,299960.0,4,0
60.0,0.824,0.3,-6.678,0,0.0565,0.854,0.174,0.227,112.867,175980.0,4,0
38.0,0.653,0.598,-7.498,1,0.0309,0.673,0.135,0.714,95.979,227627.0,4,1
78.0,0.427,0.262,-8.541,1,0.0276,0.746,0.068,0.228,104.085,224867.0,4,0
63.0,0.86,0.668,-8.512,1,0.221,0.423,0.096,0.237,128.096,240000.0,4,0
43.81058053029821,0.661,0.626,-8.49,0,0.0446,0.743,0.208,0.58,121.938,160327.0,4,0
18.0,0.539,0.693,-5.245,1,0.0289,0.271,0.105,0.452,144.049,238000.0,4,0
42.0,0.523,0.983,-3.421,1,0.196,0.00124,0.0728,0.404,139.017,272121.0,4,1
75.0,0.688,0.716,-5.702,1,0.0385,0.0969,0.0989,0.373,116.912,4.741333333,3,0
32.0,0.507,0.797,-3.333,0,0.0315,0.165,0.112,0.394,108.91,3.357783333,4,0
30.0,0.335,0.996,-6.017,0,0.0808,1.98e-05,0.384,0.167,100.718,194533.0,4,1
30.0,0.655,0.757,-2.979,0,0.113,0.264,0.224,0.848,163.963,213659.0,4,0
2.0,0.453,0.734,-6.16,0,0.0357,0.0755,0.349,0.299,141.894,200613.0,4,0
20.0,0.836,0.846,-4.673,1,0.0392,0.0907,0.057,0.942,122.042,169945.0,4,0
47.0,0.412,0.657,-11.78,1,0.0887,0.111,0.15,0.742,129.119,337733.0,4,1
66.0,0.537,0.7,-6.852,0,0.0366,0.142,0.383,0.695,117.111,214027.0,4,1
44.0,0.445,0.296,-7.091,1,0.0419,0.815,0.0562,0.289,169.331,272547.0,4,0
83.0,0.673,0.886,-4.44,0,0.0431,0.185,0.0826,0.795,97.012,216773.0,4,0
20.0,0.328,0.707,-8.066,1,0.0358,0.000274,0.0977,0.119,84.48,289334.0,4,1
66.0,0.49,0.652,-5.813,1,0.0274,0.00196,0.0991,0.339,90.085,192467.0,4,1
43.81058053029821,0.833,0.774,-6.885,0,0.191,0.203,0.116,0.793,102.96,198976.0,4,0
31.0,0.71,0.605,-9.045,0,0.0317,0.281,0.162,0.422,105.955,220955.0,4,0
67.0,0.403,0.539,-9.997,1,0.339,0.509,0.103,0.101,178.24,162062.0,4,0
31.0,0.469,0.494,-7.609,1,0.226,0.591,0.0934,0.164,100.635,203040.0,3,0
51.0,0.597,0.852,-6.89,1,0.0248,0.0265,0.266,0.559,105.996,278493.0,4,1
43.81058053029821,0.566,0.963,-3.835,0,0.05,0.000618,0.361,0.861,130.059,182065.0,4,1
69.0,0.795,0.71,-4.746,0,0.0392,0.443,0.344,0.845,109.689,288667.0,4,1
43.81058053029821,0.572,0.741,-4.391,1,0.0321,0.00215,0.16,0.367,125.993,213333.0,4,0
59.0,0.431,0.855,-4.205,1,0.15,0.00673,0.639,0.397,163.014,306680.0,4,1
65.0,0.366,0.956,-3.725,0,0.108,0.000293,0.449,0.159,104.016,230127.0,3,1
57.0,0.705,0.476,-9.039,1,0.0894,0.684,0.16,0.757,134.947,199851.0,5,0
46.0,0.231,0.792,-5.511,1,0.0541,9.67e-06,0.063,0.399,169.818,189800.0,4,1
55.0,0.602,0.459,-7.167,0,0.036,0.63,0.146,0.366,86.38,193297.0,4,1
50.0,0.601,0.843,-4.674,1,0.0446,0.133,0.613,0.403,114.829,197104.0,4,1
19.0,0.417,0.522,-8.896,0,0.0306,0.000191,0.147,0.0789,125.088,264520.0,4,1
72.0,0.413,0.725,-5.787,0,0.0324,0.369,0.0905,0.44,124.618,7.16266667,4,1
16.0,0.372,0.833,-8.122,1,0.0353,0.0228,0.988,0.551,135.773,4.43755,4,0
51.0,0.751,0.937,-4.436,0,0.108,0.0122,0.0639,0.662,111.029,3.564883333,4,0
67.0,0.541,0.904,-3.001,1,0.0435,0.00143,0.193,0.541,98.122,208693.0,4,1
15.0,0.332,0.622,-7.538,0,0.0357,0.481,0.109,0.242,179.756,260758.0,3,1
25.0,0.372,0.581,-10.344,1,0.0304,0.0106,0.0979,0.143,96.214,362067.0,4,1
42.0,0.338,0.721,-5.735,0,0.0587,0.00182,0.349,0.381,80.774,220468.0,4,0
46.0,0.463,0.31,-8.364,0,0.0386,0.473,0.218,0.463,124.25,193800.0,5,0
33.0,0.657,0.845,-5.581,0,0.047,0.00049,0.043,0.537,125.608,248960.0,4,1
50.0,0.847,0.608,-4.925,1,0.0645,0.511,0.0862,0.707,104.993,221235.0,4,0
66.0,0.523,0.687,-5.601,1,0.105,0.0215,0.203,0.711,90.036,217480.0,4,0
27.0,0.431,0.26,-10.734,1,0.0491,0.914,0.357,0.202,155.866,231260.0,3,1
72.0,0.791,0.734,-5.464,1,0.0629,0.522,0.167,0.962,105.854,244920.0,4,0
49.0,0.568,0.904,-4.772,0,0.226,0.00167,0.11,0.487,169.935,258320.0,4,0
65.0,0.608,0.785,-5.346,0,0.0472,0.00173,0.0762,0.806,117.983,200733.0,4,1
63.0,0.758,0.779,-4.405,1,0.038,0.000717,0.109,0.588,124.987,147908.0,4,1
23.0,0.567,0.96,-5.725,0,0.051,0.00071,0.319,0.437,118.026,186102.0,4,1
30.0,0.582,0.504,-14.409,1,0.0267,0.067,0.0858,0.625,138.467,301933.0,4,1
46.0,0.547,0.368,-7.053,0,0.0255,0.537,0.0955,0.367,96.05,203613.0,4,1
30.0,0.737,0.869,-3.344,1,0.0386,0.364,0.2,0.825,125.951,201467.0,4,0
36.0,0.288,0.936,-6.148,1,0.0705,0.000621,0.21,0.332,103.706,276493.0,4,1
44.0,0.303,0.337,-7.378,1,0.0315,0.776,0.124,0.237,187.411,185782.0,4,0
73.0,0.536,0.928,-6.492,0,0.0589,0.0154,0.2,0.389,136.258,248400.0,4,1
32.0,0.609,0.6,-9.005,1,0.0877,0.0183,0.0461,0.184,81.504,156074.0,4,1
71.0,0.545,0.485,-9.941,1,0.151,0.3,0.119,0.341,80.401,249173.0,4,0
28.0,0.508,0.121,-20.006,1,0.0381,0.937,0.403,0.568,114.578,146307.0,4,1
78.0,0.737,0.828,-4.711,1,0.0396,0.0149,0.0862,0.517,124.051,208474.0,4,0
72.0,0.661,0.651,-3.771,0,0.0499,0.117,0.056,0.368,87.46,202915.0,4,0
39.0,0.434,0.974,-6.188,1,0.152,0.000127,0.956,0.12,125.016,226865.0,4,1
52.0,0.631,0.763,-6.749,1,0.0269,0.00786,0.207,0.387,115.121,329627.0,4,1
45.0,0.374,0.748,-7.306,0,0.0248,0.00383,0.0646,0.317,99.112,356973.0,4,1
30.0,0.403,0.852,-5.84,1,0.0462,0.228,0.0621,0.692,150.19,149000.0,4,1
46.0,0.595,0.675,-6.696,1,0.035,0.0879,0.12,0.411,134.08,3.052666667,4,0
20.0,0.621,0.787,-5.149,0,0.0383,0.0199,0.566,0.589,128.941,187827.0,4,0
80.0,0.532,0.767,-5.509,1,0.0574,0.00287,0.39,0.755,127.361,210173.0,4,1
60.0,0.669,0.648,-4.66,1,0.067,0.34,0.314,0.616,80.974,161747.0,4,0
37.0,0.396,0.811,-10.441,1,0.0419,0.000601,0.677,0.343,159.426,3.850666667,4,0
48.0,0.686,0.328,-5.013,0,0.0353,0.459,0.128,0.466,80.098,194827.0,4,0
69.0,0.876,0.765,-6.554,0,0.269,0.119,0.0826,0.729,115.072,131381.0,4,0
61.0,0.399,0.854,-4.97,0,0.0294,0.00107,0.0893,0.872,172.478,240387.0,4,1
68.0,0.87,0.637,-8.368,0,0.0614,0.497,0.205,0.78,120.99,190561.0,4,0
84.0,0.733,0.71,-5.849,0,0.0292,0.145,0.0956,0.965,127.975,239600.0,4,0
17.0,0.528,0.835,-5.863,1,0.0384,0.00013,0.923,0.542,125.02,3.878933333,4,0
76.0,0.654,0.828,-5.377,0,0.0281,0.00146,0.122,0.79,112.056,183893.0,4,1
36.0,0.31,0.79,-7.745,1,0.0391,0.583,0.0833,0.889,198.698,192520.0,1,1
20.0,0.348,0.625,-6.068,1,0.0317,0.471,0.138,0.186,171.758,218093.0,4,0
53.0,0.191,0.829,-3.381,0,0.0447,2.72e-05,0.362,0.191,116.007,276667.0,5,1
46.0,0.551,0.982,-2.61,1,0.0507,0.0134,0.387,0.554,108.09,160973.0,4,1
46.0,0.318,0.405,-10.028,1,0.0328,0.305,0.117,0.296,180.305,198400.0,3,1
54.0,0.598,0.853,-5.373,1,0.0545,0.132,0.132,0.312,121.988,191396.0,1,1
62.0,0.44,0.719,-6.645,0,0.0445,0.0217,0.0663,0.523,111.398,196777.0,4,1
2.0,0.456,0.492,-8.133,1,0.0268,0.266,0.104,0.207,139.79,3.888,4,0
14.0,0.601,0.589,-6.358,1,0.0275,0.602,0.249,0.303,96.972,229227.0,3,0
75.0,0.827,0.66,-9.669,1,0.0337,0.508,0.0756,0.904,113.449,269143.0,4,0
24.0,0.592,0.974,-1.917,0,0.0796,0.0145,0.354,0.372,127.996,495293.0,4,0
16.0,0.578,0.755,-4.642,1,0.0319,0.006,0.0475,0.606,130.037,252530.0,4,1
61.0,0.507,0.973,-2.905,1,0.176,2.1e-05,0.346,0.706,143.075,231963.0,4,1
38.0,0.73,0.803,-7.56,1,0.0416,0.0059,0.131,0.773,111.954,237321.0,4,0
16.0,0.481,0.455,-7.471,0,0.0315,0.0199,0.104,0.333,128.013,311664.0,4,1
69.0,0.733,0.382,-7.955,1,0.0459,0.132,0.162,0.517,98.027,144743.0,4,0
52.0,0.506,0.909,-5.746,0,0.08,0.00145,0.17,0.499,100.101,315187.0,4,1
30.0,0.536,0.477,-8.999,1,0.0301,0.889,0.106,0.316,159.679,304720.0,4,1
31.0,0.559,0.668,-5.511,1,0.0287,0.0438,0.226,0.51,118.94,228271.0,4,1
79.0,0.664,0.573,-6.519,1,0.0277,0.613,0.0857,0.566,76.023,160097.0,4,0
23.0,0.689,0.522,-7.795,0,0.043,0.755,0.173,0.396,114.89,201391.0,4,0
41.0,0.367,0.864,-7.073,1,0.0894,0.126,0.96,0.401,121.018,277493.0,4,1
49.0,0.254,0.563,-7.495,0,0.0392,0.0895,0.195,0.0979,111.685,319947.0,4,1
50.0,0.587,0.902,-2.506,1,0.049,0.0336,0.1,0.0878,102.029,204706.0,4,1
31.0,0.466,0.877,-6.253,1,0.0535,0.00104,0.2,0.223,121.041,218288.0,4,1
19.0,0.572,0.845,-5.036,1,0.0301,0.0617,0.137,0.446,129.994,4.776833333,4,0
9.0,0.688,0.779,-5.988,1,0.0406,0.0221,0.08,0.505,133.97,168500.0,4,0
35.0,0.58,0.714,-4.607,0,0.0985,0.147,0.46,0.858,99.698,235987.0,4,1
51.0,0.411,0.702,-4.702,1,0.0334,0.133,0.0973,0.407,178.493,184440.0,4,1
42.0,0.783,0.891,-4.402,0,0.309,0.513,0.127,0.872,102.065,211912.0,4,0
59.0,0.421,0.831,-5.128,1,0.106,0.0283,0.464,0.488,134.184,175907.0,4,1
19.0,0.794,0.912,-3.699,0,0.0406,0.251,0.261,0.859,96.973,242934.0,4,0
42.0,0.686,0.286,-10.216,0,0.0261,0.791,0.104,0.229,96.994,184253.0,4,0
34.0,0.495,0.462,-6.68,1,0.026,0.176,0.391,0.256,101.901,300933.0,3,0
66.0,0.435,0.423,-8.795,1,0.024,0.0916,0.132,0.451,91.137,287091.0,3,1
59.0,0.581,0.777,-7.122,1,0.0296,0.0078,0.0891,0.162,98.963,284067.0,4,1
46.0,0.671,0.878,-4.219,0,0.0414,0.13,0.385,0.772,132.082,240453.0,4,0
43.0,0.471,0.478,-6.388,1,0.0311,0.126,0.0981,0.277,127.971,237213.0,4,0
24.0,0.229,0.621,-9.231,1,0.0302,0.0238,0.106,0.165,167.598,409907.0,3,1
43.81058053029821,0.699,0.71,-5.525,0,0.0295,0.0588,0.134,0.557,102.06,257827.0,4,0
27.0,0.656,0.863,-2.698,0,0.0518,0.203,0.119,0.696,105.038,123429.0,4,0
43.81058053029821,0.592,0.703,-6.129,1,0.0474,0.11,0.0844,0.273,119.89,4.178883333,4,0
59.0,0.585,0.717,-8.379,0,0.0311,0.0561,0.366,0.636,111.563,450984.0,4,1
59.0,0.629,0.741,-1.521,0,0.146,0.532,0.119,0.816,103.715,168013.0,4,0
50.0,0.674,0.265,-11.687,1,0.031,0.845,0.111,0.481,139.913,212625.0,4,0
63.0,0.779,0.963,-2.125,0,0.0399,0.0334,0.664,0.759,127.941,222187.0,4,0
22.0,0.602,0.919,-5.614,0,0.0414,0.000175,0.146,0.224,114.98,221686.0,3,1
40.0,0.411,0.565,-7.166,1,0.0272,0.0146,0.313,0.301,76.984,250710.0,4,1
40.0,0.545,0.783,-6.265,0,0.0567,0.0261,0.143,0.402,82.437,254053.0,4,0
33.0,0.575,0.523,-7.078,1,0.0259,0.372,0.098,0.312,97.934,248235.0,3,0
38.0,0.415,0.647,-12.021,0,0.0696,4.14e-05,0.208,0.409,163.047,166693.0,4,1
51.0,0.503,0.342,-8.028,1,0.0375,0.857,0.0916,0.392,82.677,213080.0,4,0
29.0,0.424,0.201,-13.993,0,0.0355,0.913,0.223,0.366,94.571,172747.0,3,1
43.81058053029821,0.704,0.761,-4.659,1,0.0347,0.0137,0.0487,0.907,97.002,3.523783333,4,0
